pre_pt_root_id,pre_pt_root_id
648518346504809606,648518346504809606
648518346494015776,648518346494015776
648518346493750264,648518346493750264
648518346475431860,648518346475431860
648518346492959152,648518346492959152
648518346491967762,648518346491967762
648518346483219108,648518346483219108
648518346486617549,648518346486617549
648518346483215780,648518346483215780
648518346498413361,648518346498413361
648518346477884397,648518346477884397
648518346493165084,648518346493165084
648518346509087354,648518346509087354
648518346524103685,648518346524103685
648518346520517942,648518346520517942
648518346489477829,648518346489477829
648518346509851686,648518346509851686
648518346492652987,648518346492652987
648518346511922879,648518346511922879
648518346489731379,648518346489731379
648518346517261093,648518346517261093
648518346493998859,648518346493998859
648518346501085974,648518346501085974
648518346486617293,648518346486617293
648518346501883465,648518346501883465
648518346494543927,648518346494543927
648518346494072315,648518346494072315
648518346521559289,648518346521559289
648518346492637371,648518346492637371
648518346511217973,648518346511217973
648518346483139774,648518346483139774
648518346499962623,648518346499962623
648518346484712605,648518346484712605
648518346495899338,648518346495899338
648518346475198520,648518346475198520
648518346509531523,648518346509531523
648518346503917152,648518346503917152
648518346475286625,648518346475286625
648518346486462084,648518346486462084
648518346480997978,648518346480997978
648518346489337029,648518346489337029
648518346515624522,648518346515624522
648518346501185123,648518346501185123
648518346489604439,648518346489604439
648518346491640593,648518346491640593
648518346496078860,648518346496078860
648518346496932524,648518346496932524
648518346480945920,648518346480945920
648518346484153127,648518346484153127
648518346486752409,648518346486752409
648518346491785583,648518346491785583
648518346500824988,648518346500824988
648518346495729995,648518346495729995
648518346480837344,648518346480837344
648518346501073507,648518346501073507
648518346492427449,648518346492427449
648518346496803636,648518346496803636
648518346483598229,648518346483598229
648518346494010144,648518346494010144
648518346504447468,648518346504447468
648518346515579210,648518346515579210
648518346502350931,648518346502350931
648518346512130606,648518346512130606
648518346494400277,648518346494400277
648518346489663503,648518346489663503
648518346465967408,648518346465967408
648518346487618539,648518346487618539
648518346478564212,648518346478564212
648518346518683615,648518346518683615
648518346493100096,648518346493100096
648518346507110472,648518346507110472
648518346488355567,648518346488355567
648518346504760454,648518346504760454
648518346489478853,648518346489478853
648518346472234034,648518346472234034
648518346483696047,648518346483696047
648518346500300469,648518346500300469
648518346495531938,648518346495531938
648518346511774576,648518346511774576
648518346514151390,648518346514151390
648518346489332057,648518346489332057
648518346499294299,648518346499294299
648518346480350678,648518346480350678
648518346486005128,648518346486005128
648518346491561640,648518346491561640
648518346493939854,648518346493939854
648518346485844094,648518346485844094
648518346482355604,648518346482355604
648518346486617805,648518346486617805
648518346466715502,648518346466715502
648518346504044840,648518346504044840
648518346494045175,648518346494045175
648518346494345448,648518346494345448
648518346459550468,648518346459550468
648518346486115682,648518346486115682
648518346490381916,648518346490381916
648518346494540821,648518346494540821
648518346488784477,648518346488784477
648518346492481465,648518346492481465
648518346498395668,648518346498395668
648518346472454665,648518346472454665
648518346489629783,648518346489629783
648518346513913369,648518346513913369
648518346478596724,648518346478596724
648518346494003723,648518346494003723
648518346495778379,648518346495778379
648518346480067750,648518346480067750
648518346494392296,648518346494392296
648518346481038938,648518346481038938
648518346489660255,648518346489660255
648518346497567734,648518346497567734
648518346494074681,648518346494074681
648518346502427974,648518346502427974
648518346478616148,648518346478616148
648518346495896266,648518346495896266
648518346499909260,648518346499909260
648518346509431939,648518346509431939
648518346486520708,648518346486520708
648518346480375766,648518346480375766
648518346486865379,648518346486865379
648518346492244931,648518346492244931
648518346488668145,648518346488668145
648518346495853131,648518346495853131
648518346531249690,648518346531249690
648518346480778973,648518346480778973
648518346501042198,648518346501042198
648518346494701739,648518346494701739
648518346496665858,648518346496665858
648518346518297174,648518346518297174
648518346501064291,648518346501064291
648518346507188767,648518346507188767
648518346488576846,648518346488576846
648518346489775031,648518346489775031
648518346475486080,648518346475486080
648518346487529898,648518346487529898
648518346494514709,648518346494514709
648518346486759651,648518346486759651
648518346465049205,648518346465049205
648518346490238728,648518346490238728
648518346504730995,648518346504730995
648518346518641375,648518346518641375
648518346495360591,648518346495360591
648518346486101896,648518346486101896
648518346489741875,648518346489741875
648518346477833197,648518346477833197
648518346493191744,648518346493191744
648518346474106221,648518346474106221
648518346500448984,648518346500448984
648518346491058209,648518346491058209
648518346464977525,648518346464977525
648518346495924170,648518346495924170
648518346488723185,648518346488723185
648518346477562382,648518346477562382
648518346487603435,648518346487603435
648518346484160039,648518346484160039
648518346513914393,648518346513914393
648518346472402635,648518346472402635
648518346489945818,648518346489945818
648518346466973678,648518346466973678
648518346490842029,648518346490842029
648518346486149512,648518346486149512
648518346531228698,648518346531228698
648518346489473477,648518346489473477
648518346483158348,648518346483158348
648518346483981853,648518346483981853
648518346488028446,648518346488028446
648518346495661931,648518346495661931
648518346475327073,648518346475327073
648518346484600397,648518346484600397
648518346504417004,648518346504417004
648518346470371582,648518346470371582
648518346491962386,648518346491962386
648518346494718709,648518346494718709
648518346488766221,648518346488766221
648518346497165697,648518346497165697
648518346496692269,648518346496692269
648518346477517326,648518346477517326
648518346479309019,648518346479309019
648518346481421761,648518346481421761
648518346507107912,648518346507107912
648518346495530146,648518346495530146
648518346467160839,648518346467160839
648518346489493189,648518346489493189
648518346472402379,648518346472402379
648518346472203826,648518346472203826
648518346490886776,648518346490886776
648518346515112007,648518346515112007
648518346495796043,648518346495796043
648518346467175943,648518346467175943
648518346491546430,648518346491546430
648518346495766603,648518346495766603
648518346495706987,648518346495706987
648518346489364825,648518346489364825
648518346499934975,648518346499934975
648518346495578018,648518346495578018
648518346513917977,648518346513917977
648518346478656340,648518346478656340
648518346465915696,648518346465915696
648518346518281814,648518346518281814
648518346512598430,648518346512598430
648518346509978918,648518346509978918
648518346486164384,648518346486164384
648518346494550071,648518346494550071
648518346496547452,648518346496547452
648518346487572459,648518346487572459
648518346491922827,648518346491922827
648518346480970330,648518346480970330
648518346491545662,648518346491545662
648518346496711396,648518346496711396
648518346489701849,648518346489701849
648518346498208082,648518346498208082
648518346487435178,648518346487435178
648518346514394311,648518346514394311
648518346526231767,648518346526231767
648518346491631377,648518346491631377
648518346489443269,648518346489443269
648518346486472369,648518346486472369
648518346500910748,648518346500910748
648518346494056187,648518346494056187
648518346512641438,648518346512641438
648518346494205042,648518346494205042
648518346511048322,648518346511048322
648518346496601602,648518346496601602
648518346477886957,648518346477886957
648518346489680844,648518346489680844
648518346496105484,648518346496105484
648518346482668585,648518346482668585
648518346486156704,648518346486156704
648518346479239100,648518346479239100
648518346496690989,648518346496690989
648518346518666719,648518346518666719
648518346470397694,648518346470397694
648518346493991691,648518346493991691
648518346466724974,648518346466724974
648518346497209880,648518346497209880
648518346486065288,648518346486065288
648518346493076032,648518346493076032
648518346490348124,648518346490348124
648518346493225500,648518346493225500
648518346493047794,648518346493047794
648518346489319001,648518346489319001
648518346490917155,648518346490917155
648518346490837421,648518346490837421
648518346499798483,648518346499798483
648518346511042946,648518346511042946
648518346479322834,648518346479322834
648518346495519906,648518346495519906
648518346507162911,648518346507162911
648518346518663903,648518346518663903
648518346501803882,648518346501803882
648518346526162391,648518346526162391
648518346488736349,648518346488736349
648518346472404745,648518346472404745
648518346483597999,648518346483597999
648518346496520316,648518346496520316
648518346499348315,648518346499348315
648518346518340438,648518346518340438
648518346483546773,648518346483546773
648518346494014219,648518346494014219
648518346499975679,648518346499975679
648518346489998298,648518346489998298
648518346496104716,648518346496104716
648518346496767796,648518346496767796
648518346493194560,648518346493194560
648518346517241893,648518346517241893
648518346476926480,648518346476926480
648518346501086486,648518346501086486
648518346496513916,648518346496513916
648518346476551030,648518346476551030
648518346494463509,648518346494463509
648518346515186503,648518346515186503
648518346487822103,648518346487822103
648518346496840420,648518346496840420
648518346472977508,648518346472977508
648518346501176973,648518346501176973
648518346502367143,648518346502367143
648518346502422086,648518346502422086
648518346495900235,648518346495900235
648518346479754484,648518346479754484
648518346497623542,648518346497623542
648518346486108562,648518346486108562
648518346488454537,648518346488454537
648518346493155136,648518346493155136
648518346475398272,648518346475398272
648518346476946704,648518346476946704
648518346506616098,648518346506616098
648518346466672750,648518346466672750
648518346478968015,648518346478968015
648518346514013721,648518346514013721
648518346500883868,648518346500883868
648518346483185228,648518346483185228
648518346491594408,648518346491594408
648518346498502640,648518346498502640
648518346499650373,648518346499650373
648518346494030587,648518346494030587
648518346483984669,648518346483984669
648518346486488241,648518346486488241
648518346496756020,648518346496756020
648518346517681256,648518346517681256
648518346489931738,648518346489931738
648518346485856638,648518346485856638
648518346490200072,648518346490200072
648518346512196398,648518346512196398
648518346492316355,648518346492316355
648518346490018513,648518346490018513
648518346499338846,648518346499338846
648518346489339225,648518346489339225
648518346472479753,648518346472479753
648518346492086316,648518346492086316
648518346492910256,648518346492910256
648518346482660393,648518346482660393
648518346474538178,648518346474538178
648518346493976889,648518346493976889
648518346481085018,648518346481085018
648518346489732147,648518346489732147
648518346504389868,648518346504389868
648518346497999770,648518346497999770
648518346494730741,648518346494730741
648518346513869337,648518346513869337
648518346490947617,648518346490947617
648518346494374376,648518346494374376
648518346495354447,648518346495354447
648518346495524514,648518346495524514
648518346502313043,648518346502313043
648518346515203911,648518346515203911
648518346478566484,648518346478566484
648518346495649680,648518346495649680
648518346498000794,648518346498000794
648518346489700915,648518346489700915
648518346490376458,648518346490376458
648518346481497793,648518346481497793
648518346485424659,648518346485424659
648518346489971227,648518346489971227
648518346495236790,648518346495236790
648518346496003530,648518346496003530
648518346496586620,648518346496586620
648518346484500995,648518346484500995
648518346492230527,648518346492230527
648518346494725547,648518346494725547
648518346511846512,648518346511846512
648518346479804148,648518346479804148
648518346499731155,648518346499731155
648518346472374731,648518346472374731
648518346491628561,648518346491628561
648518346504358124,648518346504358124
648518346517372458,648518346517372458
648518346492480697,648518346492480697
648518346503623329,648518346503623329
648518346507125576,648518346507125576
648518346477580252,648518346477580252
648518346515177031,648518346515177031
648518346494095095,648518346494095095
648518346500449496,648518346500449496
648518346515695946,648518346515695946
648518346495669099,648518346495669099
648518346478847696,648518346478847696
648518346486701281,648518346486701281
648518346488672497,648518346488672497
648518346488733533,648518346488733533
648518346496769332,648518346496769332
648518346486595553,648518346486595553
648518346498358833,648518346498358833
648518346484220199,648518346484220199
648518346495703696,648518346495703696
648518346517355818,648518346517355818
648518346484603981,648518346484603981
648518346524051461,648518346524051461
648518346507448441,648518346507448441
648518346466737006,648518346466737006
648518346481677215,648518346481677215
648518346499698245,648518346499698245
648518346500951964,648518346500951964
648518346478665556,648518346478665556
648518346478671188,648518346478671188
648518346494164871,648518346494164871
648518346478897103,648518346478897103
648518346496006246,648518346496006246
648518346526171351,648518346526171351
648518346501174669,648518346501174669
648518346492064300,648518346492064300
648518346482739753,648518346482739753
648518346490802605,648518346490802605
648518346497989274,648518346497989274
648518346494502967,648518346494502967
648518346511910847,648518346511910847
648518346510991234,648518346510991234
648518346490556925,648518346490556925
648518346488379375,648518346488379375
648518346499759827,648518346499759827
648518346494757283,648518346494757283
648518346502661107,648518346502661107
648518346474542274,648518346474542274
648518346492766126,648518346492766126
648518346499901183,648518346499901183
648518346486560481,648518346486560481
648518346494388791,648518346494388791
648518346506641442,648518346506641442
648518346520499254,648518346520499254
648518346479402944,648518346479402944
648518346475318625,648518346475318625
648518346496080957,648518346496080957
648518346512165934,648518346512165934
648518346483680149,648518346483680149
648518346480111526,648518346480111526
648518346486258080,648518346486258080
648518346488939497,648518346488939497
648518346495521442,648518346495521442
648518346496766516,648518346496766516
648518346483164836,648518346483164836
648518346493144896,648518346493144896
648518346496590972,648518346496590972
648518346492648123,648518346492648123
648518346486561924,648518346486561924
648518346488902890,648518346488902890
648518346511188277,648518346511188277
648518346489519813,648518346489519813
648518346499836995,648518346499836995
648518346492771246,648518346492771246
648518346493085938,648518346493085938
648518346480374486,648518346480374486
648518346499649861,648518346499649861
648518346472248626,648518346472248626
648518346486496900,648518346486496900
648518346487992862,648518346487992862
648518346517156901,648518346517156901
648518346490089937,648518346490089937
648518346475445120,648518346475445120
648518346502971771,648518346502971771
648518346475392180,648518346475392180
648518346470401022,648518346470401022
648518346500015366,648518346500015366
648518346489760473,648518346489760473
648518346495204790,648518346495204790
648518346495760016,648518346495760016
648518346509197946,648518346509197946
648518346481456321,648518346481456321
648518346481237349,648518346481237349
648518346494213096,648518346494213096
648518346478897872,648518346478897872
648518346500002822,648518346500002822
648518346511869375,648518346511869375
648518346509933862,648518346509933862
648518346489487468,648518346489487468
648518346473007460,648518346473007460
648518346520620086,648518346520620086
648518346494166407,648518346494166407
648518346501322072,648518346501322072
648518346481006938,648518346481006938
648518346477695957,648518346477695957
648518346514102494,648518346514102494
648518346502838259,648518346502838259
648518346498261842,648518346498261842
648518346500673971,648518346500673971
648518346490045905,648518346490045905
648518346466725486,648518346466725486
648518346515068999,648518346515068999
648518346465952560,648518346465952560
648518346496235383,648518346496235383
648518346489656012,648518346489656012
648518346517422884,648518346517422884
648518346531262490,648518346531262490
648518346515510602,648518346515510602
648518346497968282,648518346497968282
648518346480051878,648518346480051878
648518346486803609,648518346486803609
648518346517285668,648518346517285668
648518346486604847,648518346486604847
648518346488577464,648518346488577464
648518346466551150,648518346466551150
648518346489724377,648518346489724377
648518346491514686,648518346491514686
648518346481254757,648518346481254757
648518346480748253,648518346480748253
648518346494708213,648518346494708213
648518346499107422,648518346499107422
648518346486479073,648518346486479073
648518346495907530,648518346495907530
648518346499919871,648518346499919871
648518346486463921,648518346486463921
648518346490345052,648518346490345052
648518346492978608,648518346492978608
648518346459573508,648518346459573508
648518346488771085,648518346488771085
648518346483161932,648518346483161932
648518346486051232,648518346486051232
648518346501845866,648518346501845866
648518346501820745,648518346501820745
648518346518253910,648518346518253910
648518346520517686,648518346520517686
648518346485875652,648518346485875652
648518346493878073,648518346493878073
648518346481680287,648518346481680287
648518346494369256,648518346494369256
648518346499434331,648518346499434331
648518346480997722,648518346480997722
648518346493899406,648518346493899406
648518346486560737,648518346486560737
648518346475539892,648518346475539892
648518346511161653,648518346511161653
648518346483173796,648518346483173796
648518346494714101,648518346494714101
648518346487993886,648518346487993886
648518346511783024,648518346511783024
648518346480354262,648518346480354262
648518346489697740,648518346489697740
648518346499324510,648518346499324510
648518346497677302,648518346497677302
648518346499827011,648518346499827011
648518346480272342,648518346480272342
648518346487690562,648518346487690562
648518346480311867,648518346480311867
648518346491604392,648518346491604392
648518346517692776,648518346517692776
648518346475435648,648518346475435648
648518346498266706,648518346498266706
648518346494293618,648518346494293618
648518346480111270,648518346480111270
648518346459596548,648518346459596548
648518346472241355,648518346472241355
648518346499720844,648518346499720844
648518346517150501,648518346517150501
648518346493995808,648518346493995808
648518346509666362,648518346509666362
648518346475450548,648518346475450548
648518346489348185,648518346489348185
648518346500790377,648518346500790377
648518346482861286,648518346482861286
648518346483237284,648518346483237284
648518346494065403,648518346494065403
648518346490979448,648518346490979448
648518346491552574,648518346491552574
648518346483197260,648518346483197260
648518346495737163,648518346495737163
648518346495996774,648518346495996774
648518346486256041,648518346486256041
648518346492983728,648518346492983728
648518346504786035,648518346504786035
648518346476992968,648518346476992968
648518346484209703,648518346484209703
648518346488600248,648518346488600248
648518346508599615,648518346508599615
648518346480341307,648518346480341307
648518346486746876,648518346486746876
648518346475839653,648518346475839653
648518346478657364,648518346478657364
648518346479078801,648518346479078801
648518346480099750,648518346480099750
648518346495559842,648518346495559842
648518346483562133,648518346483562133
648518346490346076,648518346490346076
648518346490964001,648518346490964001
648518346492900784,648518346492900784
648518346495576994,648518346495576994
648518346496648756,648518346496648756
648518346491859055,648518346491859055
648518346487960094,648518346487960094
648518346489698941,648518346489698941
648518346487686978,648518346487686978
648518346481774269,648518346481774269
648518346486021218,648518346486021218
648518346514263774,648518346514263774
648518346484667725,648518346484667725
648518346488007710,648518346488007710
648518346483168844,648518346483168844
648518346486506116,648518346486506116
648518346497814887,648518346497814887
648518346479213457,648518346479213457
648518346481032538,648518346481032538
648518346483180708,648518346483180708
648518346495375266,648518346495375266
648518346478624628,648518346478624628
648518346486584801,648518346486584801
648518346488505737,648518346488505737
648518346498345236,648518346498345236
648518346498575344,648518346498575344
648518346509090426,648518346509090426
648518346494397717,648518346494397717
648518346501832521,648518346501832521
648518346496978860,648518346496978860
648518346479477211,648518346479477211
648518346485944516,648518346485944516
648518346490895649,648518346490895649
648518346486681340,648518346486681340
648518346491977746,648518346491977746
648518346499425511,648518346499425511
648518346459589380,648518346459589380
648518346494029191,648518346494029191
648518346491507910,648518346491507910
648518346491629329,648518346491629329
648518346493748728,648518346493748728
648518346502414503,648518346502414503
648518346507369849,648518346507369849
648518346479000015,648518346479000015
648518346490370826,648518346490370826
648518346481260133,648518346481260133
648518346487524075,648518346487524075
648518346480952410,648518346480952410
648518346483164580,648518346483164580
648518346486251433,648518346486251433
648518346474380994,648518346474380994
648518346476954896,648518346476954896
648518346486051488,648518346486051488
648518346486641916,648518346486641916
648518346496749108,648518346496749108
648518346490372362,648518346490372362
648518346486676732,648518346486676732
648518346488918761,648518346488918761
648518346494396693,648518346494396693
648518346496660269,648518346496660269
648518346512185646,648518346512185646
648518346517402148,648518346517402148
648518346496670722,648518346496670722
648518346480611805,648518346480611805
648518346509763386,648518346509763386
648518346465907504,648518346465907504
648518346492576699,648518346492576699
648518346499721612,648518346499721612
648518346501245016,648518346501245016
648518346487808023,648518346487808023
648518346486215560,648518346486215560
648518346477566990,648518346477566990
648518346470435582,648518346470435582
648518346477577692,648518346477577692
648518346485861316,648518346485861316
648518346504051662,648518346504051662
648518346485363731,648518346485363731
648518346497738855,648518346497738855
648518346500755561,648518346500755561
648518346487340947,648518346487340947
648518346497654887,648518346497654887
648518346502917363,648518346502917363
648518346489888218,648518346489888218
648518346501760329,648518346501760329
648518346488762125,648518346488762125
648518346496620290,648518346496620290
648518346467218695,648518346467218695
648518346506563362,648518346506563362
648518346484545949,648518346484545949
648518346488736490,648518346488736490
648518346492247747,648518346492247747
648518346483542165,648518346483542165
648518346487897168,648518346487897168
648518346517270596,648518346517270596
648518346517321770,648518346517321770
648518346487235219,648518346487235219
648518346490825249,648518346490825249
648518346504753011,648518346504753011
648518346497085208,648518346497085208
648518346496533812,648518346496533812
648518346492427193,648518346492427193
648518346480747741,648518346480747741
648518346490916899,648518346490916899
648518346477965269,648518346477965269
648518346515097927,648518346515097927
648518346489437381,648518346489437381
648518346474290114,648518346474290114
648518346508758079,648518346508758079
648518346493134912,648518346493134912
648518346492228735,648518346492228735
648518346496713188,648518346496713188
648518346526212055,648518346526212055
648518346475249249,648518346475249249
648518346517184298,648518346517184298
648518346500270808,648518346500270808
648518346504771187,648518346504771187
648518346484121383,648518346484121383
648518346501401176,648518346501401176
648518346489308761,648518346489308761
648518346491811695,648518346491811695
648518346478808783,648518346478808783
648518346494388535,648518346494388535
648518346459413252,648518346459413252
648518346491141921,648518346491141921
648518346496620802,648518346496620802
648518346485747070,648518346485747070
648518346486793699,648518346486793699
648518346495873482,648518346495873482
648518346512394398,648518346512394398
648518346514116907,648518346514116907
648518346479824884,648518346479824884
648518346498080082,648518346498080082
648518346507111455,648518346507111455
648518346476911816,648518346476911816
648518346488317833,648518346488317833
648518346489334361,648518346489334361
648518346491631166,648518346491631166
648518346500740457,648518346500740457
648518346495579243,648518346495579243
648518346497095553,648518346497095553
648518346500696732,648518346500696732
648518346479679717,648518346479679717
648518346492651451,648518346492651451
648518346496749101,648518346496749101
648518346501334115,648518346501334115
648518346489975735,648518346489975735
648518346491804783,648518346491804783
648518346517270340,648518346517270340
648518346472239051,648518346472239051
648518346488931049,648518346488931049
648518346495646882,648518346495646882
648518346472248370,648518346472248370
648518346489565145,648518346489565145
648518346494690805,648518346494690805
648518346503562913,648518346503562913
648518346491775627,648518346491775627
648518346470412798,648518346470412798
648518346472372171,648518346472372171
648518346496706605,648518346496706605
648518346507326073,648518346507326073
648518346520184913,648518346520184913
648518346487806487,648518346487806487
648518346491468305,648518346491468305
648518346520525622,648518346520525622
648518346488558520,648518346488558520
648518346515626058,648518346515626058
648518346479177361,648518346479177361
648518346481721277,648518346481721277
648518346489987867,648518346489987867
648518346472332747,648518346472332747
648518346494027771,648518346494027771
648518346497756519,648518346497756519
648518346507246201,648518346507246201
648518346520534838,648518346520534838
648518346531292442,648518346531292442
648518346517304868,648518346517304868
648518346472591625,648518346472591625
648518346483112268,648518346483112268
648518346496764930,648518346496764930
648518346501759561,648518346501759561
648518346480780765,648518346480780765
648518346489568527,648518346489568527
648518346495247030,648518346495247030
648518346489881562,648518346489881562
648518346512610718,648518346512610718
648518346492447931,648518346492447931
648518346489939383,648518346489939383
648518346495340879,648518346495340879
648518346496068157,648518346496068157
648518346486241440,648518346486241440
648518346493092380,648518346493092380
648518346503968206,648518346503968206
648518346471804059,648518346471804059
648518346494803883,648518346494803883
648518346517217829,648518346517217829
648518346482700518,648518346482700518
648518346499642067,648518346499642067
648518346499816959,648518346499816959
648518346487847703,648518346487847703
648518346499584837,648518346499584837
648518346486808803,648518346486808803
648518346487677506,648518346487677506
648518346488603726,648518346488603726
648518346488572344,648518346488572344
648518346504054568,648518346504054568
648518346466711918,648518346466711918
648518346499375710,648518346499375710
648518346479095996,648518346479095996
648518346477884909,648518346477884909
648518346486521220,648518346486521220
648518346496694061,648518346496694061
648518346493957131,648518346493957131
648518346517780584,648518346517780584
648518346484631117,648518346484631117
648518346481011802,648518346481011802
648518346485795454,648518346485795454
648518346477869781,648518346477869781
648518346507414905,648518346507414905
648518346485382931,648518346485382931
648518346486547681,648518346486547681
648518346481677983,648518346481677983
648518346491516990,648518346491516990
648518346497652071,648518346497652071
648518346501053974,648518346501053974
648518346520201553,648518346520201553
648518346485879236,648518346485879236
648518346495966476,648518346495966476
648518346496258167,648518346496258167
648518346492938780,648518346492938780
648518346479820020,648518346479820020
648518346494687221,648518346494687221
648518346500880489,648518346500880489
648518346481778109,648518346481778109
648518346517373220,648518346517373220
648518346492600251,648518346492600251
648518346492242115,648518346492242115
648518346501162893,648518346501162893
648518346514365383,648518346514365383
648518346475314529,648518346475314529
648518346487354259,648518346487354259
648518346477512718,648518346477512718
648518346498395185,648518346498395185
648518346506624802,648518346506624802
648518346486260128,648518346486260128
648518346481307535,648518346481307535
648518346494730485,648518346494730485
648518346497013676,648518346497013676
648518346489404505,648518346489404505
648518346497061036,648518346497061036
648518346488634552,648518346488634552
648518346489699159,648518346489699159
648518346500934556,648518346500934556
648518346486175074,648518346486175074
648518346500863388,648518346500863388
648518346487605995,648518346487605995
648518346488828765,648518346488828765
648518346495765067,648518346495765067
648518346494780554,648518346494780554
648518346507217183,648518346507217183
648518346485390355,648518346485390355
648518346491638801,648518346491638801
648518346502350419,648518346502350419
648518346502992507,648518346502992507
648518346511104130,648518346511104130
648518346507398777,648518346507398777
648518346472263730,648518346472263730
648518346480560129,648518346480560129
648518346483946269,648518346483946269
648518346514386631,648518346514386631
648518346510992514,648518346510992514
648518346480379350,648518346480379350
648518346497805415,648518346497805415
648518346496744962,648518346496744962
648518346481618847,648518346481618847
648518346499973631,648518346499973631
648518346486487729,648518346486487729
648518346476569974,648518346476569974
648518346490200328,648518346490200328
648518346496257143,648518346496257143
648518346496737581,648518346496737581
648518346487932240,648518346487932240
648518346492804782,648518346492804782
648518346495254198,648518346495254198
648518346496805092,648518346496805092
648518346501836138,648518346501836138
648518346477534222,648518346477534222
648518346492426169,648518346492426169
648518346486634209,648518346486634209
648518346489694551,648518346489694551
648518346493694456,648518346493694456
648518346501817161,648518346501817161
648518346495975782,648518346495975782
648518346497220225,648518346497220225
648518346489707724,648518346489707724
648518346489903834,648518346489903834
648518346491065121,648518346491065121
648518346465987376,648518346465987376
648518346479713942,648518346479713942
648518346490631144,648518346490631144
648518346496741421,648518346496741421
648518346486794649,648518346486794649
648518346496022284,648518346496022284
648518346498501104,648518346498501104
648518346486610913,648518346486610913
648518346515668474,648518346515668474
648518346480508417,648518346480508417
648518346486132616,648518346486132616
648518346484259111,648518346484259111
648518346489740595,648518346489740595
648518346508779839,648518346508779839
648518346491640337,648518346491640337
648518346486597089,648518346486597089
648518346489427653,648518346489427653
648518346477852397,648518346477852397
648518346495923402,648518346495923402
648518346486558157,648518346486558157
648518346475307105,648518346475307105
648518346495235254,648518346495235254
648518346499405287,648518346499405287
648518346503571617,648518346503571617
648518346503576225,648518346503576225
648518346514170078,648518346514170078
648518346518662879,648518346518662879
648518346486727577,648518346486727577
648518346499744723,648518346499744723
648518346482857125,648518346482857125
648518346486101384,648518346486101384
648518346488006174,648518346488006174
648518346506588706,648518346506588706
648518346490928675,648518346490928675
648518346483664559,648518346483664559
648518346498282834,648518346498282834
648518346470359038,648518346470359038
648518346499841859,648518346499841859
648518346502463399,648518346502463399
648518346507220767,648518346507220767
648518346503569825,648518346503569825
648518346491862639,648518346491862639
648518346491409338,648518346491409338
648518346472463819,648518346472463819
648518346493928590,648518346493928590
648518346491927314,648518346491927314
648518346494724853,648518346494724853
648518346504013096,648518346504013096
648518346494409237,648518346494409237
